slide_no,date,lead_d,region,y14,y7,train_exclude,r24,r3,r7,r30,d_r24_1d,d_r7_3d,accel,dryspell,soil,soil_prov,d_soil_3d,d_soil_7d,fos_med,fos_prov,d_fos_7d,seis_n50,seis_dist,seis_yrs,slope,elev,aspect,curv,twi,spi,draind,ndvi,d_road,d_river,lulc,susceptibility,analogue_m,stratum,traj_id,window_year,r7_lag3,r7_lag7,r30_lag7,soil_lag3,fos_lag7,r24max7,wetdays7,fos_min14,r7slope7,soil_miss,fos_miss,lulc_AGRI,lulc_BARREN,lulc_BUILT,lulc_FOREST,lulc_WATER,lulc_WETLAND,fold
NEWS-LINGCHOM-20200524,2020-05-19,5.0,pre,1,1,0,17.5,35.2,77.9,239.3,11.3,28.4,5.9,0,0.2578,REAL,0.0208,0.0245,2.026,ANALYTICAL-ensemble,-0.005,9,5.9,7,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.308,789.8,POS,NEWS-LINGCHOM-20200524,,49.5,36.6,224.6,0.237,2.031,21.0,4.0,2.019,6.692857142857143,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2020-05-20,4.0,pre,1,1,0,0.0,23.7,64.0,221.2,-17.5,3.0,2.529,1,0.2625,REAL,0.0163,0.0276,2.028,ANALYTICAL-ensemble,-0.003,9,5.9,7,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.308,789.8,POS,NEWS-LINGCHOM-20200524,,61.0,46.3,238.5,0.2462,2.031,21.0,3.0,2.019,7.157142857142858,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2020-05-21,3.0,pre,1,1,0,23.3,40.8,87.3,209.6,23.3,21.8,7.414,0,0.2672,REAL,0.0105,0.0326,2.03,ANALYTICAL-ensemble,0.001,9,5.9,7,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.308,789.8,POS,NEWS-LINGCHOM-20200524,,65.5,35.4,238.5,0.2567,2.029,23.3,4.0,2.019,7.92857142857143,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2020-05-22,2.0,pre,1,1,0,8.0,31.3,87.5,207.8,-15.3,9.6,8.414,0,0.2743,REAL,0.0165,0.0414,2.027,ANALYTICAL-ensemble,-0.002,9,5.9,7,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.308,789.8,POS,NEWS-LINGCHOM-20200524,,77.9,28.6,246.4,0.2578,2.029,23.3,4.0,2.019,5.896428571428571,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2020-05-23,1.0,pre,1,1,0,17.3,48.7,83.9,215.3,9.3,19.9,4.914,0,0.2813,REAL,0.0188,0.0443,2.027,ANALYTICAL-ensemble,0.002,9,5.9,7,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.308,789.8,POS,NEWS-LINGCHOM-20200524,,64.0,49.5,267.3,0.2625,2.025,23.3,4.0,2.019,4.3607142857142875,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-03-25,,N0,0,0,0,0.7,12.4,79.2,177.5,0.7,3.1,9.386,2,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,-0.011,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,,,,,,0.7,0.0,2.031,,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-03-26,,N0,0,0,0,12.7,13.4,75.0,185.2,12.0,-9.0,6.376,0,,MISSING (window-absent),,,2.032,ANALYTICAL-ensemble,-0.005,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,,,,,,12.7,1.0,2.031,,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-03-27,,N0,0,0,0,7.1,20.5,55.9,192.3,-5.6,-27.9,-0.097,0,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,-0.001,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,,,,,,12.7,1.0,2.031,,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-03-28,,N0,0,0,0,0.0,19.8,33.2,183.0,-7.1,-46.0,-6.581,1,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,-0.001,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,79.2,,,,,12.7,1.0,2.031,-15.710000000000004,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-03-29,,N0,0,0,0,0.0,7.1,32.2,178.2,0.0,-42.8,-6.27,2,,MISSING (window-absent),,,2.033,ANALYTICAL-ensemble,0.001,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,75.0,,,,,12.7,1.0,2.031,-13.58000000000001,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-03-30,,N0,0,0,0,0.0,0.0,20.5,173.3,0.0,-35.4,-9.072,3,,MISSING (window-absent),,,2.033,ANALYTICAL-ensemble,0.002,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,55.9,,,,,12.7,1.0,2.031,-12.702857142857136,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-03-31,,N0,0,0,0,33.7,33.7,54.2,200.9,33.7,21.0,-4.222,0,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,0.0,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,33.2,,,,,33.7,2.0,2.031,-7.4178571428571445,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-01,,N0,0,0,0,2.5,36.3,56.0,203.4,-31.2,23.8,-3.309,0,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,0.0,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,32.2,79.2,177.5,,2.031,33.7,2.0,2.031,-2.610714285714287,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-02,,N0,0,0,0,24.2,60.4,67.5,227.6,21.7,47.0,-1.07,0,,MISSING (window-absent),,,2.027,ANALYTICAL-ensemble,-0.005,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,20.5,75.0,185.2,,2.032,33.7,2.0,2.027,3.6571428571428535,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-03,,N0,0,0,0,7.0,33.7,67.5,232.6,-17.2,13.3,1.661,0,,MISSING (window-absent),,,2.02,ANALYTICAL-ensemble,-0.011,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,54.2,55.9,192.3,,2.031,33.7,2.0,2.02,7.464285714285715,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-04,,N0,0,0,0,0.0,31.2,67.5,214.6,-7.0,11.5,4.902,1,,MISSING (window-absent),,,2.027,ANALYTICAL-ensemble,-0.004,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,56.0,33.2,183.0,,2.031,33.7,2.0,2.02,7.614285714285715,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-05,,N0,0,0,0,0.0,7.0,67.5,196.1,0.0,-0.0,5.045,2,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,-0.002,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,67.5,32.2,178.2,,2.033,33.7,2.0,2.02,6.396428571428573,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-06,,N0,0,0,0,13.3,13.3,80.7,205.2,13.3,13.2,8.599,0,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,-0.002,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,67.5,20.5,173.3,,2.033,33.7,3.0,2.02,3.660714285714286,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-07,,N0,0,0,0,7.6,20.8,54.6,212.2,-5.7,-12.9,0.054,0,,MISSING (window-absent),,,2.03,ANALYTICAL-ensemble,-0.001,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,67.5,54.2,200.9,,2.031,24.2,2.0,2.02,0.7928571428571461,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-08,,N0,0,0,0,10.5,31.4,62.6,221.0,2.9,-4.9,0.936,0,,MISSING (window-absent),,,2.029,ANALYTICAL-ensemble,-0.002,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,67.5,56.0,203.4,,2.031,24.2,3.0,2.02,-0.9749999999999966,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-09,,N0,0,0,0,14.3,32.4,52.7,230.0,3.8,-28.0,-2.117,0,,MISSING (window-absent),,,2.026,ANALYTICAL-ensemble,-0.001,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,80.7,67.5,227.6,,2.027,14.3,3.0,2.02,-2.3964285714285687,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-10,,N0,0,0,0,2.2,27.1,47.9,227.8,-12.1,-6.7,-2.793,1,,MISSING (window-absent),,,2.025,ANALYTICAL-ensemble,0.005,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,54.6,67.5,232.6,,2.02,14.3,3.0,2.02,-3.8035714285714306,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-11,,N0,0,0,0,0.0,16.5,47.9,227.8,-2.2,-14.7,-2.793,2,,MISSING (window-absent),,,2.026,ANALYTICAL-ensemble,-0.001,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,62.6,67.5,214.6,,2.027,14.3,3.0,2.02,-4.510714285714284,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-12,,N0,0,0,0,0.0,2.2,47.9,227.8,0.0,-4.8,-2.793,3,,MISSING (window-absent),,,2.03,ANALYTICAL-ensemble,-0.001,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,52.7,67.5,196.1,,2.031,14.3,3.0,2.02,-4.517857142857142,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-13,,N0,0,0,0,3.9,3.9,38.5,231.7,3.9,-9.4,-6.029,0,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,0.0,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,47.9,80.7,205.2,,2.031,14.3,2.0,2.02,-2.946428571428572,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-14,,N0,0,0,0,4.7,8.6,35.7,232.2,0.8,-12.2,-2.693,0,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,0.001,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,47.9,54.6,212.2,,2.03,14.3,2.0,2.02,-3.896428571428569,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-15,,N0,0,0,0,4.7,13.3,29.9,233.2,-0.0,-18.0,-4.665,0,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,0.002,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,47.9,62.6,221.0,,2.029,14.3,1.0,2.02,-3.649999999999997,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-16,,N0,0,0,0,20.5,29.9,36.0,253.4,15.8,-2.5,-2.387,0,,MISSING (window-absent),,,2.027,ANALYTICAL-ensemble,0.001,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,38.5,52.7,230.0,,2.026,20.5,1.0,2.02,-2.9964285714285688,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-17,,N0,0,0,0,22.4,47.6,56.2,270.5,1.9,20.5,1.186,0,,MISSING (window-absent),,,2.016,ANALYTICAL-ensemble,-0.009,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,35.7,47.9,227.8,,2.025,22.4,2.0,2.016,-0.2678571428571437,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-18,,N0,0,0,0,2.0,44.8,58.2,255.6,-20.4,28.3,1.471,1,,MISSING (window-absent),,,2.014,ANALYTICAL-ensemble,-0.012,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,29.9,47.9,227.8,,2.026,22.4,2.0,2.014,2.378571428571429,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-19,,N0,0,0,0,12.9,37.2,71.1,242.3,10.9,35.1,3.314,0,,MISSING (window-absent),,,2.024,ANALYTICAL-ensemble,-0.006,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,36.0,47.9,227.8,,2.03,22.4,3.0,2.014,6.039285714285715,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-20,,N0,0,0,0,3.9,18.7,71.0,223.5,-9.0,14.8,4.638,0,,MISSING (window-absent),,,2.026,ANALYTICAL-ensemble,-0.005,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,56.2,38.5,231.7,,2.031,22.4,3.0,2.014,7.517857142857144,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-21,,N0,0,0,0,0.0,16.8,66.3,222.5,-3.9,8.1,4.371,1,,MISSING (window-absent),,,2.026,ANALYTICAL-ensemble,-0.005,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,58.2,35.7,232.2,,2.031,22.4,3.0,2.014,6.932142857142858,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-22,,N0,0,0,0,27.1,31.0,88.7,237.9,27.1,17.6,8.403,0,,MISSING (window-absent),,,2.027,ANALYTICAL-ensemble,-0.004,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,71.1,29.9,233.2,,2.031,27.1,4.0,2.014,6.825,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-23,,N0,0,0,0,0.2,27.3,68.4,238.1,-26.9,-2.6,4.625,1,,MISSING (window-absent),,,2.018,ANALYTICAL-ensemble,-0.009,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,71.0,36.0,253.4,,2.027,27.1,3.0,2.014,3.3142857142857185,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-24,,N0,0,0,0,0.0,27.3,46.0,237.3,-0.2,-20.3,-1.456,2,,MISSING (window-absent),,,2.025,ANALYTICAL-ensemble,0.009,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,66.3,56.2,270.5,,2.016,27.1,2.0,2.014,-0.867857142857143,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-25,,N0,0,0,0,0.0,0.2,44.1,224.7,0.0,-44.6,-2.008,3,,MISSING (window-absent),,,2.03,ANALYTICAL-ensemble,0.016,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,88.7,58.2,255.6,,2.014,27.1,2.0,2.014,-4.603571428571427,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-26,,N0,0,0,0,0.0,0.0,31.2,217.6,0.0,-37.2,-5.693,4,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,0.007,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,68.4,71.1,242.3,,2.024,27.1,1.0,2.014,-7.375000000000001,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-27,,N0,0,0,0,8.9,8.9,36.2,226.5,8.9,-9.8,-4.978,0,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,0.005,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,46.0,71.0,223.5,,2.026,27.1,1.0,2.014,-8.200000000000003,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-28,,N0,0,0,0,2.3,11.2,38.5,228.8,-6.6,-5.6,-3.974,1,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,0.005,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,44.1,66.3,222.5,,2.026,27.1,1.0,2.014,-8.207142857142857,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-29,,N0,0,0,0,17.5,28.7,28.9,246.2,15.2,-2.3,-8.543,0,,MISSING (window-absent),,,2.029,ANALYTICAL-ensemble,0.002,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,31.2,88.7,237.9,,2.027,17.5,1.0,2.014,-5.050000000000001,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-04-30,,N0,0,0,0,9.7,29.4,38.4,222.2,-7.8,2.2,-4.286,0,,MISSING (window-absent),,,2.031,ANALYTICAL-ensemble,0.013,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,36.2,68.4,238.1,,2.018,17.5,1.0,2.014,-1.639285714285715,1,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-01,,N0,0,0,0,28.6,55.7,66.9,248.2,18.9,28.4,2.983,0,0.2608,PROXY-spatial,,,2.025,ANALYTICAL-ensemble,0.0,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,38.5,46.0,237.3,,2.025,28.6,2.0,2.014,2.696428571428572,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-02,,N0,0,0,0,15.9,54.2,82.9,240.0,-12.7,54.0,5.549,0,0.2594,PROXY-spatial,,,2.02,ANALYTICAL-ensemble,-0.01,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,28.9,44.1,224.7,,2.03,28.6,3.0,2.018,7.728571428571429,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-03,,N0,0,0,0,23.6,68.1,106.5,256.6,7.7,68.1,10.764,0,0.2511,PROXY-spatial,,,2.013,ANALYTICAL-ensemble,-0.018,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,38.4,31.2,217.6,,2.031,28.6,4.0,2.013,12.060714285714287,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-04,,N0,0,0,0,19.2,58.7,116.7,275.8,-4.4,49.8,11.498,0,0.2698,PROXY-spatial,0.009,,2.011,ANALYTICAL-ensemble,-0.02,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,66.9,36.2,226.5,0.2608,2.031,28.6,5.0,2.011,15.510714285714288,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-05,,N0,0,0,0,2.0,44.8,116.4,277.7,-17.2,33.5,11.13,1,0.2714,PROXY-spatial,0.012,,2.002,ANALYTICAL-ensemble,-0.029,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,82.9,38.5,228.8,0.2594,2.031,28.6,5.0,2.002,16.382142857142856,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-06,,N0,0,0,0,28.6,49.7,127.5,293.1,26.6,21.0,14.092,0,0.2709,PROXY-spatial,0.0198,,2.003,ANALYTICAL-ensemble,-0.026,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,106.5,28.9,246.2,0.2511,2.029,28.6,5.0,2.002,14.289285714285716,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-07,,N0,0,0,0,8.7,39.2,126.5,294.2,-19.9,9.8,12.592,0,0.2671,REAL,-0.0027,,1.995,ANALYTICAL-ensemble,-0.036,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,116.7,38.4,222.2,0.2698,2.031,28.6,5.0,1.995,9.924999999999994,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-08,,N0,0,0,0,20.4,57.7,118.4,304.1,11.7,2.0,7.354,0,0.2632,REAL,-0.0082,0.0024,1.995,ANALYTICAL-ensemble,-0.03,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,116.4,66.9,248.2,0.2714,2.025,28.6,5.0,1.995,5.617857142857147,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-09,,N0,0,0,0,6.1,35.2,108.6,295.8,-14.3,-18.9,3.677,0,0.2572,REAL,-0.0137,-0.0022,1.994,ANALYTICAL-ensemble,-0.026,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,127.5,82.9,240.0,0.2709,2.02,28.6,4.0,1.994,0.7071428571428597,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-10,,N0,0,0,0,13.3,39.8,98.3,306.9,7.2,-28.2,-1.167,0,0.2596,REAL,-0.0075,0.0085,1.995,ANALYTICAL-ensemble,-0.018,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,126.5,106.5,256.6,0.2671,2.013,28.6,4.0,1.994,-2.8535714285714304,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-11,,N0,0,0,0,15.4,34.8,94.5,322.3,2.1,-23.9,-3.173,0,0.2478,REAL,-0.0154,-0.022,1.993,ANALYTICAL-ensemble,-0.018,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,118.4,116.7,275.8,0.2632,2.011,28.6,4.0,1.993,-5.0714285714285765,0,0,0,0,0,1,0,0,2
NEWS-LINGCHOM-20200524,2019-05-12,,N0,0,0,0,7.9,36.6,100.4,330.2,-7.5,-8.2,-2.286,0,0.2415,REAL,-0.0157,-0.0299,1.992,ANALYTICAL-ensemble,-0.01,9,5.9,6,16.9,1314.0,53.0,-0.0011,7.85,236.6,0.0,0.881,1090.7,3087.1,FOREST,0.322,,N0,NEWS-LINGCHOM-20200524_N0_2019,2019.0,108.6,116.4,277.7,0.2572,2.002,28.6,4.0,1.992,-5.907142857142854,0,0,0,0,0,1,0,0,2
