slide_no,date,lead_d,region,y14,y7,train_exclude,r24,r3,r7,r30,d_r24_1d,d_r7_3d,accel,dryspell,soil,soil_prov,d_soil_3d,d_soil_7d,fos_med,fos_prov,d_fos_7d,seis_n50,seis_dist,seis_yrs,slope,elev,aspect,curv,twi,spi,draind,ndvi,d_road,d_river,lulc,susceptibility,analogue_m,stratum,traj_id,window_year,r7_lag3,r7_lag7,r30_lag7,soil_lag3,fos_lag7,r24max7,wetdays7,fos_min14,r7slope7,soil_miss,fos_miss,lulc_AGRI,lulc_BARREN,lulc_BUILT,lulc_FOREST,lulc_WATER,lulc_WETLAND,fold
NEWS-17MILE-20220615,2022-04-16,60.0,bg,0,0,0,0.1,2.8,68.1,382.9,0.1,-128.2,-17.457,2,,MISSING (window-absent),,,1.287,ANALYTICAL-ensemble,0.009,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,,,,,,0.1,0.0,1.287,,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-17,59.0,bg,0,0,0,3.3,3.4,25.5,386.2,3.2,-106.1,-26.457,0,,MISSING (window-absent),,,1.287,ANALYTICAL-ensemble,0.023,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,,,,,,3.3,0.0,1.287,,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-18,58.0,bg,0,0,0,43.1,46.5,57.7,429.3,39.8,-38.7,-20.814,0,,MISSING (window-absent),,,1.282,ANALYTICAL-ensemble,0.016,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,,,,,,43.1,1.0,1.282,,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-19,57.0,bg,0,0,0,2.2,48.5,59.8,430.5,-40.9,-8.3,-18.5,1,,MISSING (window-absent),,,1.271,ANALYTICAL-ensemble,0.004,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,68.1,,,,,43.1,1.0,1.271,0.7300000000000008,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-20,56.0,bg,0,0,0,0.2,45.4,51.5,409.0,-2.0,26.0,-20.686,2,,MISSING (window-absent),,,1.285,ANALYTICAL-ensemble,0.014,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,25.5,,,,,43.1,1.0,1.271,0.10999999999999624,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-21,55.0,bg,0,0,0,0.0,2.3,48.8,397.4,-0.2,-8.9,-11.829,3,,MISSING (window-absent),,,1.286,ANALYTICAL-ensemble,0.009,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,57.7,,,,,43.1,1.0,1.271,-0.46857142857142536,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-22,54.0,bg,0,0,0,18.4,18.6,67.2,415.5,18.4,7.4,-4.171,0,,MISSING (window-absent),,,1.285,ANALYTICAL-ensemble,-0.001,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,59.8,,,,,43.1,2.0,1.271,1.3464285714285698,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-23,53.0,bg,0,0,0,3.3,21.7,70.4,404.6,-15.1,18.9,0.329,0,,MISSING (window-absent),,,1.286,ANALYTICAL-ensemble,-0.001,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,51.5,68.1,382.9,,1.287,43.1,2.0,1.271,5.096428571428575,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-24,52.0,bg,0,0,0,9.7,31.4,76.9,398.0,6.4,28.1,7.343,0,,MISSING (window-absent),,,1.286,ANALYTICAL-ensemble,-0.001,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,48.8,25.5,386.2,,1.287,43.1,2.0,1.271,3.3750000000000004,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-25,51.0,bg,0,0,0,2.8,15.9,36.6,400.2,-6.9,-30.6,-3.014,0,,MISSING (window-absent),,,1.286,ANALYTICAL-ensemble,0.004,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,67.2,57.7,429.3,,1.282,18.4,1.0,1.271,0.10000000000000393,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-26,50.0,bg,0,0,0,0.2,12.7,34.6,399.8,-2.6,-35.8,-3.6,1,,MISSING (window-absent),,,1.286,ANALYTICAL-ensemble,0.015,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,70.4,59.8,430.5,,1.271,18.4,1.0,1.271,-2.335714285714287,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-27,49.0,bg,0,0,0,6.8,9.8,41.2,406.2,6.6,-35.7,-1.471,0,,MISSING (window-absent),,,1.286,ANALYTICAL-ensemble,0.001,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,76.9,51.5,409.0,,1.285,18.4,1.0,1.271,-4.350000000000001,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-28,48.0,bg,0,0,0,0.0,7.0,41.2,405.3,-6.8,4.6,-1.086,1,,MISSING (window-absent),,,1.286,ANALYTICAL-ensemble,0.0,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,36.6,48.8,397.4,,1.286,18.4,1.0,1.271,-6.382142857142855,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-29,47.0,bg,0,0,0,0.1,6.9,23.0,404.9,0.1,-11.6,-6.314,2,,MISSING (window-absent),,,1.291,ANALYTICAL-ensemble,0.006,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,34.6,67.2,415.5,,1.285,9.7,0.0,1.271,-7.4642857142857215,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-04-30,46.0,bg,0,0,0,14.9,15.0,34.6,400.2,14.8,-6.6,-5.114,0,,MISSING (window-absent),,,1.287,ANALYTICAL-ensemble,0.001,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,41.2,70.4,404.6,,1.286,14.9,1.0,1.271,-5.267857142857146,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-01,45.0,bg,0,0,0,1.0,16.1,25.9,374.7,-13.9,-15.3,-7.286,1,,MISSING (window-absent),,,1.293,ANALYTICAL-ensemble,0.007,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,41.2,76.9,398.0,,1.286,14.9,1.0,1.271,-1.7964285714285726,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-02,44.0,bg,0,0,0,3.7,19.7,26.7,368.2,2.7,3.7,-1.414,0,,MISSING (window-absent),,,1.298,ANALYTICAL-ensemble,0.012,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,23.0,36.6,400.2,,1.286,14.9,1.0,1.271,-2.1750000000000016,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-03,43.0,bg,0,0,0,7.8,12.5,34.4,350.5,4.1,-0.2,-0.029,0,,MISSING (window-absent),,,1.301,ANALYTICAL-ensemble,0.015,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,34.6,34.6,399.8,,1.286,14.9,1.0,1.285,-1.6607142857142885,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-04,42.0,bg,0,0,0,19.0,30.6,46.6,351.3,11.2,20.7,0.771,0,,MISSING (window-absent),,,1.299,ANALYTICAL-ensemble,0.013,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,25.9,41.2,406.2,,1.286,19.0,2.0,1.285,1.110714285714285,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-05,41.0,bg,0,0,0,32.2,59.1,78.9,369.4,13.2,52.2,5.386,0,,MISSING (window-absent),,,1.297,ANALYTICAL-ensemble,0.011,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,26.7,41.2,405.3,,1.286,32.2,3.0,1.285,7.150000000000002,1,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-06,40.0,bg,0,0,0,0.1,51.4,78.9,368.0,-32.1,44.5,7.986,1,0.2381,PROXY-spatial,,,1.289,ANALYTICAL-ensemble,-0.002,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,34.4,23.0,404.9,,1.291,32.2,3.0,1.286,9.242857142857146,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-07,39.0,bg,0,0,0,1.9,34.3,65.9,302.5,1.8,19.3,4.471,2,0.2381,PROXY-spatial,,,1.302,ANALYTICAL-ensemble,0.015,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,46.6,34.6,400.2,,1.287,32.2,2.0,1.286,9.60357142857143,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-08,38.0,bg,0,0,0,0.1,2.2,65.0,267.5,-1.8,-13.9,5.586,3,0.2381,PROXY-spatial,,,1.305,ANALYTICAL-ensemble,0.012,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,78.9,25.9,374.7,,1.293,32.2,2.0,1.286,7.507142857142861,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-09,37.0,bg,0,0,0,0.5,2.6,61.8,239.7,0.4,-17.1,5.014,4,0.2381,PROXY-spatial,0.0,,1.311,ANALYTICAL-ensemble,0.013,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,78.9,26.7,368.2,0.2381,1.298,32.2,2.0,1.286,3.7857142857142887,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-10,36.0,bg,0,0,0,10.3,11.0,64.3,204.1,9.8,-1.6,4.271,0,0.2546,PROXY-spatial,0.0165,,1.316,ANALYTICAL-ensemble,0.015,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,65.9,34.4,350.5,0.2381,1.301,32.2,3.0,1.286,0.1785714285714278,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-11,35.0,bg,0,0,0,29.9,40.8,75.2,223.1,19.6,10.2,4.086,0,0.2546,PROXY-spatial,0.0165,,1.311,ANALYTICAL-ensemble,0.012,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,65.0,46.6,351.3,0.2381,1.299,32.2,3.0,1.286,-1.5857142857142827,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-12,34.0,bg,0,0,0,38.8,79.1,81.8,261.9,8.9,20.0,0.414,0,0.2329,PROXY-spatial,-0.0052,,1.302,ANALYTICAL-ensemble,0.005,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,61.8,78.9,369.4,0.2381,1.297,38.8,3.0,1.287,0.9499999999999997,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-13,33.0,bg,0,0,0,6.8,75.5,88.5,260.1,-32.0,24.2,1.371,0,0.2247,PROXY-spatial,-0.0299,-0.0134,1.302,ANALYTICAL-ensemble,0.013,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,64.3,78.9,368.0,0.2546,1.289,38.8,3.0,1.287,4.099999999999999,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-14,32.0,bg,0,0,0,13.7,59.3,100.2,271.2,6.9,25.0,4.9,0,0.2182,PROXY-spatial,-0.0364,-0.0199,1.302,ANALYTICAL-ensemble,0.0,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,75.2,65.9,302.5,0.2546,1.302,38.8,4.0,1.289,6.303571428571431,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-15,31.0,bg,0,0,0,7.8,28.3,107.9,279.0,-5.9,26.1,6.129,0,0.2226,PROXY-spatial,-0.0103,-0.0155,1.301,ANALYTICAL-ensemble,-0.004,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,81.8,65.0,267.5,0.2329,1.305,38.8,4.0,1.289,7.978571428571431,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-16,30.0,pre,0,0,0,29.6,51.1,137.0,308.5,21.8,48.5,10.743,0,0.2148,PROXY-spatial,-0.0099,-0.0233,1.301,ANALYTICAL-ensemble,-0.01,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,88.5,61.8,239.7,0.2247,1.311,38.8,5.0,1.289,10.782142857142857,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-17,29.0,pre,0,0,0,25.8,63.2,152.4,331.0,-3.8,52.2,12.586,0,0.2152,PROXY-spatial,-0.003,-0.0394,1.293,ANALYTICAL-ensemble,-0.023,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,100.2,64.3,204.1,0.2182,1.316,38.8,5.0,1.289,12.907142857142862,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-18,28.0,pre,0,0,0,14.6,70.0,137.1,302.5,-11.2,29.2,8.843,0,0.2226,PROXY-spatial,0.0,-0.032,1.295,ANALYTICAL-ensemble,-0.016,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,107.9,75.2,223.1,0.2226,1.311,38.8,5.0,1.289,11.803571428571423,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-19,27.0,pre,0,0,0,35.1,75.5,133.4,335.5,20.5,-3.6,7.371,0,0.2292,PROXY-spatial,0.0144,-0.0037,1.283,ANALYTICAL-ensemble,-0.019,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,137.0,81.8,261.9,0.2148,1.302,35.1,5.0,1.283,9.035714285714278,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-20,26.0,pre,0,0,0,21.2,70.9,147.8,356.4,-13.9,-4.6,8.471,0,0.231,PROXY-spatial,0.0158,0.0063,1.276,ANALYTICAL-ensemble,-0.026,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,152.4,88.5,260.1,0.2152,1.302,35.1,6.0,1.276,6.925000000000002,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-21,25.0,pre,0,0,0,41.8,98.1,175.9,398.3,20.6,38.8,10.814,0,0.2378,PROXY-spatial,0.0152,0.0196,1.266,ANALYTICAL-ensemble,-0.036,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,137.1,100.2,271.2,0.2226,1.302,41.8,6.0,1.266,7.378571428571433,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-22,24.0,pre,0,0,0,26.8,89.8,194.9,406.7,-15.0,61.5,12.429,0,0.2439,PROXY-spatial,0.0147,0.0213,1.266,ANALYTICAL-ensemble,-0.035,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,133.4,107.9,279.0,0.2292,1.301,41.8,7.0,1.266,8.264285714285716,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-23,23.0,pre,0,0,0,25.6,94.2,190.9,428.9,-1.2,43.1,7.7,0,0.2552,PROXY-spatial,0.0242,0.0404,1.266,ANALYTICAL-ensemble,-0.035,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,147.8,137.0,308.5,0.231,1.301,41.8,7.0,1.266,9.771428571428576,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-24,22.0,pre,0,0,0,0.6,53.0,165.7,419.9,-25.0,-10.2,1.9,1,0.2518,PROXY-spatial,0.014,0.0366,1.266,ANALYTICAL-ensemble,-0.027,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,175.9,152.4,331.0,0.2378,1.293,41.8,6.0,1.266,8.85357142857143,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-25,21.0,pre,0,0,0,0.3,26.6,151.5,417.4,-0.3,-43.4,2.057,2,0.2488,PROXY-spatial,0.0049,0.0262,1.27,ANALYTICAL-ensemble,-0.025,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,194.9,137.1,302.5,0.2439,1.295,41.8,5.0,1.266,3.7535714285714197,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-26,20.0,pre,0,0,0,19.6,20.6,135.9,436.8,19.3,-55.0,0.357,0,0.2553,PROXY-spatial,0.0001,0.0261,1.27,ANALYTICAL-ensemble,-0.013,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,190.9,133.4,335.5,0.2552,1.283,41.8,5.0,1.266,-4.060714285714281,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-27,19.0,pre,0,0,0,7.1,27.0,121.9,437.1,-12.5,-43.8,-3.7,0,0.2626,PROXY-spatial,0.0108,0.0316,1.27,ANALYTICAL-ensemble,-0.006,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,165.7,147.8,356.4,0.2518,1.276,41.8,4.0,1.266,-11.40714285714287,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-28,18.0,pre,0,0,0,20.5,47.1,100.5,457.5,13.4,-51.0,-10.771,0,0.2532,PROXY-spatial,0.0044,0.0154,1.267,ANALYTICAL-ensemble,0.001,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,151.5,175.9,398.3,0.2488,1.266,26.8,4.0,1.266,-16.10714285714285,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-29,17.0,pre,0,0,0,1.2,28.7,74.9,458.6,-19.3,-61.0,-17.143,1,0.2338,PROXY-spatial,-0.0215,-0.0101,1.27,ANALYTICAL-ensemble,0.004,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,135.9,194.9,406.7,0.2553,1.266,25.6,3.0,1.266,-18.142857142857142,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-30,16.0,pre,0,0,0,19.8,41.5,69.1,463.5,18.6,-52.8,-17.4,0,0.2404,PROXY-spatial,-0.0222,-0.0148,1.27,ANALYTICAL-ensemble,0.004,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,121.9,190.9,428.9,0.2626,1.266,20.5,3.0,1.266,-17.085714285714293,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-05-31,15.0,pre,0,0,0,5.1,26.1,73.6,467.6,-14.7,-26.9,-13.157,0,0.2407,PROXY-spatial,-0.0125,-0.0111,1.27,ANALYTICAL-ensemble,0.004,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,100.5,165.7,419.9,0.2532,1.266,20.5,3.0,1.266,-14.796428571428589,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-06-01,14.0,pre,1,0,0,1.5,26.5,74.8,465.4,-3.6,-0.1,-10.957,1,0.2422,PROXY-spatial,0.0084,-0.0066,1.27,ANALYTICAL-ensemble,0.0,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,74.9,151.5,417.4,0.2338,1.27,20.5,3.0,1.266,-11.117857142857146,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-06-02,13.0,pre,1,0,0,31.7,38.3,86.8,489.2,30.2,17.7,-7.014,0,0.2348,PROXY-spatial,-0.0056,-0.0205,1.269,ANALYTICAL-ensemble,-0.001,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,69.1,135.9,436.8,0.2404,1.27,31.7,3.0,1.266,-5.642857142857147,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-06-03,12.0,pre,1,0,0,61.4,94.5,141.1,531.6,29.7,67.5,2.743,0,0.2311,PROXY-spatial,-0.0096,-0.0315,1.264,ANALYTICAL-ensemble,-0.006,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,73.6,121.9,437.1,0.2407,1.27,61.4,4.0,1.264,5.403571428571421,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-06-04,11.0,pre,1,0,0,31.9,124.9,152.5,531.2,-29.5,77.7,7.429,0,0.2328,PROXY-spatial,-0.0094,-0.0204,1.264,ANALYTICAL-ensemble,-0.003,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,74.8,100.5,457.5,0.2422,1.267,61.4,4.0,1.264,13.928571428571432,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-06-05,10.0,pre,1,0,0,6.1,99.3,157.4,537.2,-25.8,70.6,11.786,0,0.2384,PROXY-spatial,0.0036,0.0046,1.262,ANALYTICAL-ensemble,-0.008,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,86.8,74.9,458.6,0.2348,1.27,61.4,4.0,1.262,17.464285714285708,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-06-06,9.0,pre,1,0,0,13.4,51.4,151.0,548.7,7.3,9.9,11.7,0,0.2348,PROXY-spatial,0.0037,-0.0056,1.264,ANALYTICAL-ensemble,-0.006,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,141.1,69.1,463.5,0.2311,1.27,61.4,4.0,1.262,16.539285714285718,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-06-07,8.0,pre,1,0,0,14.5,34.0,160.4,563.1,1.1,7.9,12.4,0,0.2376,PROXY-spatial,0.0048,-0.0031,1.264,ANALYTICAL-ensemble,-0.006,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,152.5,73.6,467.6,0.2328,1.27,61.4,5.0,1.262,14.33928571428571,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-06-08,7.0,pre,1,1,0,71.2,99.2,230.2,633.8,56.7,72.8,22.2,0,0.2368,PROXY-spatial,-0.0016,-0.0054,1.257,ANALYTICAL-ensemble,-0.013,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,157.4,74.8,465.4,0.2384,1.27,71.2,6.0,1.257,16.689285714285713,0,0,0,0,0,1,0,0,2
NEWS-17MILE-20220615,2022-06-09,6.0,pre,1,1,0,32.2,118.0,230.7,655.7,-39.0,79.7,20.557,0,0.2399,PROXY-spatial,0.0051,0.0051,1.252,ANALYTICAL-ensemble,-0.017,10,18.18,1,25.5,1401.0,344.0,-0.0267,4.14,14.3,0.0,0.784,130.8,873.8,FOREST,0.38,2101.2,POS,NEWS-17MILE-20220615,,151.0,86.8,489.2,0.2348,1.269,71.2,6.0,1.252,15.257142857142853,0,0,0,0,0,1,0,0,2
